                                             A ZAMS Stellar Model
                                             --------------------

                                             M    = 2.0 solar
                                             L    = 2.0 solar
                                             R    = 0.963167293428313 solar
                                             Teff = 7000.0 K    
                                             X    = 0.3
                                             Y    = 0.49999999999999994
                                             Z    = 0.2



 zone      r               tau          1-M_r/Ms         L_r              T              P              rho             kap            eps        dlnPdlnT
0        6.699E8        0E0        0E0        7.678E26                0E0        0E0        0E0        0E0        0E0        r  99.9
1        6.692E8        2.897E0         1.653E-13        7.678E26        1.052E4        1.937E1        1.744E-7        4.959E1        8.199E-75        r 1E0
2        6.692E8        5.925E0        2.48E-13        7.678E26        2.845E4        5.414E1        2.146E-7        1.827E0        4.136E-56        c  1.028E0
3        6.686E8        6.268E0        4.947E-13        7.678E26        3.742E4        1.581E2        4.763E-7        1.332E0        1.21E-51        r  3.596E0
4        6.679E8        7.713E0        1.12E-12        7.678E26        3.743E4        4.224E2        1.272E-6        2.891E0        3.254E-51        r  9.99E1
5        6.672E8        9.244E0        1.744E-12        7.678E26        3.744E4        6.872E2        5.77E-7        1.546E0        1.488E-51        r  9.99E1
6        6.665E8        1.208E1        2.782E-12        7.678E26        3.746E4        1.13E3        1.907E-6        3.975E0        4.997E-51        r  9.99E1
7        6.659E8        3.58E1        6.196E-12        7.678E26        3.761E4        2.593E3        6.259E-6        1.01E1        1.876E-50        r  9.99E1
8        6.652E8        2.065E2        1.715E-11        7.678E26        3.872E4        7.306E3        1.963E-5        2.274E1        1.522E-49        r  3.286E1
9        6.645E8        9.512E2        4.869E-11        7.678E26        4.32E4        2.092E4        5.233E-5        3.397E1        1.352E-47        r  8.825E0
10        6.639E8        2.864E3        1.229E-10        7.678E26        5.118E4        5.31E4        1.132E-4        3.477E1        5.215E-45        r  5.136E0
11        6.632E8        6.475E3        2.704E-10        7.678E26        6.042E4        1.173E5        2.126E-4        3.221E1        1.178E-42        r  4.55E0
12        6.625E8        1.237E4        5.327E-10        7.678E26        6.999E4        2.319E5        3.638E-4        2.96E1        1.125E-40        r  4.474E0
13        6.619E8        2.132E4        9.643E-10        7.678E26        7.967E4        4.212E5        5.817E-4        2.738E1        5.283E-39        r  4.482E0
14        6.612E8        3.42E4        1.633E-9        7.678E26        8.941E4        7.159E5        8.826E-4        2.554E1        1.434E-37        r  4.502E0
15        6.605E8        5.206E4        2.624E-9        7.678E26        9.918E4        1.154E6        1.284E-3        2.398E1        2.543E-36        r  4.52E0
16        6.598E8        7.607E4        4.035E-9        7.678E26        1.09E5        1.781E6        1.805E-3        2.264E1        3.216E-35        r  4.534E0
17        6.592E8        1.075E5        5.986E-9        7.678E26        1.188E5        2.65E6        2.467E-3        2.148E1        3.094E-34        r  4.546E0
18        6.585E8        1.478E5        8.612E-9        7.678E26        1.287E5        3.826E6        3.292E-3        2.047E1        2.377E-33        r  4.555E0
19        6.578E8        1.986E5        1.207E-8        7.678E26        1.386E5        5.38E6        4.302E-3        1.957E1        1.513E-32        r  4.562E0
20        6.572E8        2.615E5        1.654E-8        7.678E26        1.485E5        7.397E6        5.523E-3        1.877E1        8.219E-32        r  4.568E0
21        6.565E8        3.384E5        2.222E-8        7.678E26        1.584E5        9.97E6        6.982E-3        1.804E1        3.895E-31        r  4.572E0
22        6.558E8        4.313E5        2.933E-8        7.678E26        1.684E5        1.321E7        8.705E-3        1.739E1        1.641E-30        r  4.576E0
23        6.552E8        5.423E5        3.812E-8        7.678E26        1.784E5        1.722E7        1.072E-2        1.679E1        6.239E-30        r  4.58E0
24        6.545E8        6.737E5        4.887E-8        7.678E26        1.884E5        2.215E7        1.306E-2        1.624E1        2.167E-29        r  4.582E0
25        6.538E8        8.278E5        6.187E-8        7.678E26        1.985E5        2.814E7        1.576E-2        1.574E1        6.952E-29        r  4.585E0
26        6.531E8        1.007E6        7.745E-8        7.678E26        2.086E5        3.534E7        1.885E-2        1.527E1        2.077E-28        r  4.587E0
27        6.525E8        1.215E6        9.596E-8        7.678E26        2.187E5        4.394E7        2.236E-2        1.484E1        5.821E-28        r  4.589E0
28        6.518E8        1.453E6        1.178E-7        7.678E26        2.288E5        5.413E7        2.634E-2        1.444E1        1.541E-27        r  4.59E0
29        6.511E8        1.726E6        1.434E-7        7.678E26        2.389E5        6.61E7        3.081E-2        1.406E1        3.873E-27        r  4.592E0
30        6.505E8        2.036E6        1.731E-7        7.678E26        2.491E5        8.009E7        3.582E-2        1.371E1        9.289E-27        r  4.593E0
31        6.498E8        2.386E6        2.076E-7        7.678E26        2.593E5        9.635E7        4.14E-2        1.338E1        2.134E-26        r  4.594E0
32        6.491E8        2.78E6        2.472E-7        7.678E26        2.695E5        1.151E8        4.761E-2        1.307E1        4.714E-26        r  4.595E0
33        6.485E8        3.221E6        2.925E-7        7.678E26        2.797E5        1.367E8        5.448E-2        1.278E1        1.005E-25        r  4.596E0
34        6.478E8        3.714E6        3.441E-7        7.678E26        2.9E5        1.614E8        6.205E-2        1.25E1        2.071E-25        r  4.597E0
35        6.471E8        4.263E6        4.027E-7        7.678E26        3.003E5        1.895E8        7.038E-2        1.224E1        4.141E-25        r  4.597E0
36        6.464E8        4.871E6        4.689E-7        7.678E26        3.106E5        2.214E8        7.952E-2        1.199E1        8.049E-25        r  4.598E0
37        6.458E8        5.542E6        5.433E-7        7.678E26        3.209E5        2.574E8        8.95E-2        1.176E1        1.524E-24        r  4.598E0
38        6.451E8        6.283E6        6.268E-7        7.678E26        3.313E5        2.98E8        1.004E-1        1.153E1        2.815E-24        r  4.599E0
39        6.444E8        7.096E6        7.201E-7        7.678E26        3.417E5        3.435E8        1.122E-1        1.132E1        5.084E-24        r  4.599E0
40        6.438E8        7.987E6        8.24E-7        7.678E26        3.521E5        3.944E8        1.251E-1        1.111E1        8.986E-24        r  4.6E0
41        6.431E8        8.96E6        9.394E-7        7.678E26        3.625E5        4.512E8        1.39E-1        1.092E1        1.557E-23        r  4.6E0
42        6.424E8        1.002E7        1.067E-6        7.678E26        3.73E5        5.143E8        1.54E-1        1.073E1        2.648E-23        r  4.601E0
43        6.418E8        1.118E7        1.208E-6        7.678E26        3.834E5        5.843E8        1.702E-1        1.055E1        4.425E-23        r  4.601E0
44        6.411E8        1.243E7        1.364E-6        7.678E26        3.939E5        6.617E8        1.877E-1        1.038E1        7.272E-23        r  4.601E0
45        6.404E8        1.379E7        1.534E-6        7.678E26        4.045E5        7.472E8        2.064E-1        1.022E1        1.177E-22        r  4.602E0
46        6.397E8        1.526E7        1.722E-6        7.678E26        4.15E5        8.413E8        2.265E-1        1.006E1        1.876E-22        r  4.602E0
47        6.391E8        1.685E7        1.926E-6        7.678E26        4.256E5        9.446E8        2.481E-1        9.905E0        2.95E-22        r  4.602E0
48        6.384E8        1.856E7        2.15E-6        7.678E26        4.362E5        1.058E9        2.711E-1        9.758E0        4.577E-22        r  4.602E0
49        6.377E8        2.039E7        2.394E-6        7.678E26        4.468E5        1.182E9        2.957E-1        9.617E0        7.015E-22        r  4.603E0
50        6.371E8        2.237E7        2.659E-6        7.678E26        4.574E5        1.317E9        3.22E-1        9.48E0        1.062E-21        r  4.603E0
51        6.364E8        2.449E7        2.946E-6        7.678E26        4.681E5        1.465E9        3.499E-1        9.349E0        1.591E-21        r  4.603E0
52        6.357E8        2.676E7        3.258E-6        7.678E26        4.788E5        1.625E9        3.797E-1        9.221E0        2.357E-21        r  4.603E0
53        6.351E8        2.918E7        3.595E-6        7.678E26        4.895E5        1.8E9        4.113E-1        9.098E0        3.456E-21        r  4.603E0
54        6.344E8        3.177E7        3.959E-6        7.678E26        5.002E5        1.989E9        4.448E-1        8.979E0        5.019E-21        r  4.603E0
55        6.337E8        3.454E7        4.352E-6        7.678E26        5.11E5        2.194E9        4.803E-1        8.864E0        7.222E-21        r  4.604E0
56        6.33E8        3.748E7        4.774E-6        7.678E26        5.218E5        2.415E9        5.179E-1        8.752E0        1.03E-20        r  4.604E0
57        6.324E8        4.061E7        5.229E-6        7.678E26        5.326E5        2.655E9        5.578E-1        8.644E0        1.456E-20        r  4.604E0
58        6.317E8        4.394E7        5.717E-6        7.678E26        5.434E5        2.913E9        5.998E-1        8.539E0        2.043E-20        r  4.604E0
59        6.31E8        4.748E7        6.241E-6        7.678E26        5.543E5        3.191E9        6.442E-1        8.437E0        2.843E-20        r  4.604E0
60        6.304E8        5.123E7        6.802E-6        7.678E26        5.652E5        3.49E9        6.911E-1        8.338E0        3.928E-20        r  4.604E0
61        6.297E8        5.521E7        7.402E-6        7.678E26        5.761E5        3.811E9        7.405E-1        8.242E0        5.388E-20        r  4.604E0
62        6.29E8        5.941E7        8.043E-6        7.678E26        5.87E5        4.155E9        7.925E-1        8.148E0        7.34E-20        r  4.604E0
63        6.284E8        6.386E7        8.727E-6        7.678E26        5.979E5        4.525E9        8.472E-1        8.057E0        9.934E-20        r  4.604E0
64        6.277E8        6.856E7        9.457E-6        7.678E26        6.089E5        4.92E9        9.047E-1        7.969E0        1.336E-19        r  4.605E0
65        6.27E8        7.353E7        1.023E-5        7.678E26        6.199E5        5.343E9        9.651E-1        7.883E0        1.786E-19        r  4.605E0
66        6.263E8        7.876E7        1.106E-5        7.678E26        6.309E5        5.796E9        1.029E0        7.799E0        2.373E-19        r  4.605E0
67        6.257E8        8.428E7        1.194E-5        7.678E26        6.42E5        6.278E9        1.095E0        7.717E0        3.136E-19        r  4.605E0
68        6.25E8        9.009E7        1.287E-5        7.678E26        6.531E5        6.793E9        1.165E0        7.637E0        4.121E-19        r  4.605E0
69        6.243E8        9.62E7        1.386E-5        7.678E26        6.642E5        7.341E9        1.238E0        7.56E0        5.387E-19        r  4.605E0
70        6.237E8        1.026E8        1.491E-5        7.678E26        6.753E5        7.925E9        1.315E0        7.484E0        7.008E-19        r  4.605E0
71        6.23E8        1.094E8        1.602E-5        7.678E26        6.864E5        8.546E9        1.395E0        7.41E0        9.071E-19        r  4.605E0
72        6.223E8        1.165E8        1.72E-5        7.678E26        6.976E5        9.206E9        1.478E0        7.338E0        1.169E-18        r  4.605E0
73        6.217E8        1.239E8        1.844E-5        7.678E26        7.088E5        9.907E9        1.566E0        7.267E0        1.499E-18        r  4.605E0
74        6.21E8        1.317E8        1.976E-5        7.678E26        7.2E5        1.065E10        1.657E0        7.198E0        1.914E-18        r  4.605E0
75        6.203E8        1.399E8        2.114E-5        7.678E26        7.313E5        1.144E10        1.753E0        7.131E0        2.433E-18        r  4.605E0
76        6.196E8        1.485E8        2.261E-5        7.678E26        7.425E5        1.227E10        1.852E0        7.065E0        3.081E-18        r  4.605E0
77        6.19E8        1.575E8        2.415E-5        7.678E26        7.538E5        1.316E10        1.956E0        7E0        3.885E-18        r  4.605E0
78        6.183E8        1.668E8        2.577E-5        7.678E26        7.652E5        1.409E10        2.064E0        6.937E0        4.881E-18        r  4.605E0
79        6.176E8        1.766E8        2.748E-5        7.678E26        7.765E5        1.508E10        2.177E0        6.875E0        6.109E-18        r  4.605E0
80        6.17E8        1.869E8        2.928E-5        7.678E26        7.879E5        1.613E10        2.294E0        6.815E0        7.617E-18        r  4.605E0
81        6.163E8        1.976E8        3.117E-5        7.678E26        7.993E5        1.723E10        2.416E0        6.756E0        9.466E-18        r  4.605E0
82        6.156E8        2.088E8        3.316E-5        7.678E26        8.107E5        1.839E10        2.543E0        6.698E0        1.172E-17        r  4.605E0
83        6.15E8        2.204E8        3.525E-5        7.678E26        8.222E5        1.962E10        2.675E0        6.641E0        1.447E-17        r  4.605E0
84        6.143E8        2.326E8        3.744E-5        7.678E26        8.336E5        2.092E10        2.813E0        6.586E0        1.78E-17        r  4.605E0
85        6.136E8        2.453E8        3.973E-5        7.678E26        8.451E5        2.228E10        2.955E0        6.531E0        2.183E-17        r  4.605E0
86        6.129E8        2.585E8        4.214E-5        7.678E26        8.567E5        2.371E10        3.103E0        6.478E0        2.669E-17        r  4.606E0
87        6.123E8        2.722E8        4.466E-5        7.678E26        8.682E5        2.522E10        3.257E0        6.425E0        3.254E-17        r  4.606E0
88        6.116E8        2.865E8        4.73E-5        7.678E26        8.798E5        2.681E10        3.417E0        6.374E0        3.956E-17        r  4.606E0
89        6.109E8        3.014E8        5.006E-5        7.678E26        8.914E5        2.848E10        3.582E0        6.323E0        4.796E-17        r  4.606E0
90        6.103E8        3.169E8        5.295E-5        7.678E26        9.03E5        3.023E10        3.754E0        6.274E0        5.797E-17        r  4.606E0
91        6.096E8        3.329E8        5.597E-5        7.678E26        9.147E5        3.207E10        3.932E0        6.225E0        6.99E-17        r  4.606E0
92        6.089E8        3.497E8        5.912E-5        7.678E26        9.264E5        3.4E10        4.116E0        6.177E0        8.406E-17        r  4.606E0
93        6.083E8        3.67E8        6.241E-5        7.678E26        9.381E5        3.603E10        4.307E0        6.13E0        1.008E-16        r  4.606E0
94        6.076E8        3.85E8        6.585E-5        7.678E26        9.498E5        3.815E10        4.505E0        6.084E0        1.207E-16        r  4.606E0
95        6.069E8        4.037E8        6.944E-5        7.678E26        9.616E5        4.038E10        4.709E0        6.039E0        1.441E-16        r  4.606E0
96        6.063E8        4.231E8        7.318E-5        7.678E26        9.733E5        4.271E10        4.921E0        5.994E0        1.716E-16        r  4.606E0
97        6.056E8        4.433E8        7.708E-5        7.678E26        9.852E5        4.515E10        5.14E0        5.951E0        2.039E-16        r  4.606E0
98        6.049E8        4.641E8        8.115E-5        7.678E26        9.97E5        4.77E10        5.367E0        5.908E0        2.417E-16        r  4.606E0
99        6.042E8        4.858E8        8.538E-5        7.678E26        1.009E6        5.038E10        5.601E0        5.865E0        2.86E-16        r  4.606E0
100        6.036E8        5.082E8        8.979E-5        7.678E26        1.021E6        5.317E10        5.843E0        5.824E0        3.377E-16        r  4.606E0
101        6.029E8        5.314E8        9.437E-5        7.678E26        1.033E6        5.609E10        6.093E0        5.783E0        3.978E-16        r  4.606E0
102        6.022E8        5.554E8        9.914E-5        7.678E26        1.045E6        5.914E10        6.351E0        5.743E0        4.678E-16        r  4.606E0
103        6.016E8        5.802E8        1.041E-4        7.678E26        1.057E6        6.233E10        6.618E0        5.703E0        5.49E-16        r  4.606E0
104        6.009E8        6.06E8        1.093E-4        7.678E26        1.069E6        6.566E10        6.894E0        5.664E0        6.43E-16        r  4.606E0
105        6.002E8        6.326E8        1.146E-4        7.678E26        1.081E6        6.914E10        7.178E0        5.626E0        7.517E-16        r  4.606E0
106        5.996E8        6.601E8        1.202E-4        7.678E26        1.093E6        7.276E10        7.471E0        5.588E0        8.772E-16        r  4.606E0
107        5.989E8        6.885E8        1.26E-4        7.678E26        1.105E6        7.654E10        7.774E0        5.551E0        1.022E-15        r  4.606E0
108        5.982E8        7.179E8        1.32E-4        7.678E26        1.117E6        8.049E10        8.086E0        5.514E0        1.188E-15        r  4.606E0
109        5.975E8        7.483E8        1.382E-4        7.678E26        1.129E6        8.46E10        8.408E0        5.478E0        1.379E-15        r  4.606E0
110        5.969E8        7.796E8        1.447E-4        7.678E26        1.141E6        8.888E10        8.739E0        5.443E0        1.598E-15        r  4.606E0
111        5.962E8        8.12E8        1.513E-4        7.678E26        1.153E6        9.334E10        9.081E0        5.408E0        1.849E-15        r  4.606E0
112        5.955E8        8.454E8        1.583E-4        7.678E26        1.166E6        9.798E10        9.433E0        5.373E0        2.136E-15        r  4.606E0
